bedrooms,bathrooms,square_feet,location,year_built,garage,has_pool,property_type,num_floors,has_basement,price
4,4,835,KC Downtown,1982,1,0,Condo,2,1,773800
6,3,1237,Leawood,1988,0,1,Apartment,3,0,809671
4,4,3605,Leawood,1994,1,1,Apartment,3,1,1135539
4,3,778,Lenexa,1987,0,0,Condo,2,0,571771
6,4,3079,Leawood,2007,1,1,Condo,3,0,1121511
6,4,1124,Leawood,2005,1,1,Apartment,3,0,824005
1,2,3390,KC Downtown,1995,1,0,House,3,0,952471
4,1,2163,Olathe,2013,0,0,House,2,0,809182
5,1,2514,Overland Park,1999,0,0,House,3,1,911311
5,3,2970,Olathe,1980,0,0,Condo,1,0,1007031
2,4,1884,KC Downtown,2003,1,0,House,3,1,894342
6,4,2235,Blue Springs,2008,1,0,Condo,2,0,949981
1,1,2323,Lenexa,1983,0,0,Apartment,1,1,606486
5,3,3046,Lenexa,1983,1,0,Condo,1,1,1060199
3,2,936,Lenexa,2017,0,1,House,2,0,576311
1,2,3971,Olathe,1982,1,0,House,3,1,972581
1,2,718,Overland Park,2019,1,0,House,2,1,580626
5,4,2181,Overland Park,1981,0,1,House,2,1,1027808
3,3,3060,Overland Park,2008,1,0,House,2,1,1037442
2,1,1179,Lenexa,2007,1,0,Apartment,1,0,479082
5,4,2952,Lenexa,1991,1,0,Apartment,3,1,1040814
3,4,795,Olathe,1994,1,0,Apartment,2,1,676256
1,2,932,Olathe,2020,1,1,Apartment,3,0,540431
3,3,3691,Lenexa,2010,1,0,Condo,1,0,1017640
1,3,1222,Blue Springs,2016,1,0,House,3,0,540158
5,2,1257,Blue Springs,2011,0,0,House,2,1,682909
6,2,1303,Olathe,2001,0,0,Apartment,1,1,781124
5,2,2056,Lenexa,1982,1,1,Apartment,1,1,859543
4,4,1482,Overland Park,1996,1,0,Apartment,1,0,774230
4,4,2049,Overland Park,2008,1,1,Condo,1,0,921881
4,4,1852,Blue Springs,1991,1,0,Condo,2,1,805118
5,1,1123,Blue Springs,1993,0,1,Apartment,2,0,612666
2,1,2864,Lenexa,1987,1,0,House,3,0,800677
5,3,1589,Lenexa,2020,0,0,Condo,1,1,771529
6,2,3022,Overland Park,1981,0,1,Apartment,3,1,1104461
3,2,635,Olathe,2013,1,0,Apartment,1,1,478798
5,4,1375,Leawood,2003,0,0,Apartment,3,1,802895
5,1,627,Olathe,1999,1,1,House,3,1,718783
1,2,685,Overland Park,2022,0,0,Condo,2,1,469688
1,3,2835,Olathe,1989,0,0,House,1,1,833120
1,2,2952,Overland Park,2019,1,0,Condo,3,1,829559
5,4,3413,Lenexa,1986,0,1,House,3,1,1188542
2,4,2727,Leawood,1980,0,1,Condo,1,1,850403
3,1,785,Leawood,1989,1,0,House,3,0,531629
3,3,1628,Lenexa,1984,0,1,Apartment,1,1,699143
6,3,1157,KC Downtown,2019,0,1,House,3,1,979004
2,2,3156,Lenexa,2000,1,1,Apartment,2,1,892567
2,3,2237,Blue Springs,1988,0,1,House,2,0,746136
3,2,1570,Olathe,2008,1,0,Apartment,3,0,721007
4,2,1625,Leawood,2010,1,0,Apartment,2,1,712240
1,1,816,Lenexa,2006,1,1,House,3,1,515347
1,3,856,Overland Park,1985,0,1,House,2,1,599609
3,4,2076,Overland Park,2022,1,0,House,2,0,889846
2,2,2047,Olathe,2010,0,1,House,1,1,731064
6,2,923,Overland Park,2020,0,0,House,1,0,770991
4,2,2204,Lenexa,2015,0,0,Apartment,2,1,781882
3,3,2844,KC Downtown,1981,1,0,Apartment,3,0,996120
1,3,1103,Blue Springs,2000,1,0,Condo,3,0,514181
5,3,3943,Overland Park,2013,0,0,Condo,1,0,1163235
2,2,1293,Lenexa,2001,1,0,Condo,1,1,595055
5,4,1558,KC Downtown,1992,1,0,House,2,0,962913
6,4,2665,Leawood,1998,0,0,House,3,1,1037831
3,3,2754,Leawood,2012,1,1,House,3,0,915851
1,4,724,Olathe,2017,1,0,House,2,1,583270
4,2,1082,Blue Springs,2019,0,1,Apartment,1,0,595965
5,3,3675,Lenexa,1982,0,1,Apartment,3,1,1127504
4,3,3274,Lenexa,2017,0,1,Apartment,2,1,1025353
6,2,2998,Overland Park,1998,1,1,Condo,2,0,1102498
1,3,950,KC Downtown,1986,1,1,Condo,3,1,683379
5,2,1248,Blue Springs,1994,0,0,Apartment,2,0,610275
6,3,3548,KC Downtown,2017,1,0,Apartment,2,0,1189063
4,4,827,Blue Springs,2004,1,0,Apartment,1,0,593793
4,3,2663,Lenexa,2001,1,1,Apartment,1,0,959439
5,3,2433,Lenexa,2002,1,0,Apartment,1,0,889423
1,3,1024,Blue Springs,1989,1,1,Condo,1,1,516201
4,1,3111,KC Downtown,2015,1,0,House,3,0,1067943
3,4,1323,Olathe,2016,0,1,House,1,0,758555
6,2,3917,Leawood,2021,0,1,Apartment,3,1,1188724
5,1,2421,Leawood,2021,0,1,House,3,0,915729
2,4,1393,Overland Park,2021,1,0,Apartment,3,0,705492
2,3,776,Overland Park,1986,1,1,Apartment,3,0,635157
1,3,3190,Olathe,2004,0,0,House,3,1,890169
3,2,3156,KC Downtown,2019,1,0,House,1,0,1037063
4,2,2185,Olathe,2020,1,1,House,3,0,918598
2,4,2278,Lenexa,2003,1,1,Apartment,3,0,787514
1,4,1163,KC Downtown,1984,1,0,Condo,2,0,682695
6,2,2880,Blue Springs,2000,0,1,Apartment,1,0,990335
3,4,3709,Leawood,2019,1,0,House,2,0,1060897
3,2,3138,Overland Park,1999,1,0,Apartment,1,1,932474
1,3,1616,KC Downtown,2008,1,0,Condo,1,0,732918
1,2,1043,KC Downtown,2016,1,0,Condo,3,0,607580
4,1,2667,Blue Springs,1999,1,1,Apartment,2,1,848220
1,2,710,Lenexa,1997,0,1,Apartment,2,0,443095
4,2,3134,Lenexa,1983,1,0,Condo,3,0,990017
4,1,688,Leawood,1990,0,1,House,2,1,584534
5,1,3990,Olathe,2001,0,1,House,1,1,1163670
3,1,1741,Olathe,2022,1,1,Apartment,1,0,710075
6,1,3081,Overland Park,1993,1,0,House,1,1,1084140
3,2,2541,Lenexa,2007,1,0,House,1,1,848942
3,4,3910,Lenexa,1983,0,0,Apartment,3,1,1062837
5,1,671,Lenexa,1995,1,0,House,3,0,647707
4,3,1421,Olathe,2017,0,1,Condo,3,1,763972
4,2,1415,KC Downtown,2002,0,0,Apartment,2,0,731683
1,4,1003,Lenexa,1992,1,0,Condo,2,1,546567
5,3,2298,Olathe,1999,1,1,House,2,1,1017395
1,2,850,Blue Springs,1984,1,0,Condo,2,0,437493
5,2,3516,Olathe,1998,1,0,Condo,3,1,1115073
1,3,3866,Leawood,2000,0,0,Condo,2,1,890048
2,1,2642,Lenexa,2021,0,0,Condo,2,1,781506
3,1,2195,Overland Park,1984,0,0,Condo,2,0,761179
3,3,2233,KC Downtown,1993,0,1,Apartment,1,0,903050
6,4,2553,Blue Springs,2015,0,1,Apartment,3,1,1041893
4,1,1467,Olathe,1985,1,0,Condo,3,0,683409
6,2,2490,Leawood,1984,0,1,Condo,3,1,976666
2,2,3893,KC Downtown,2003,1,1,House,1,0,1146769
6,4,3853,Blue Springs,2008,0,1,Apartment,3,0,1193294
3,2,1495,KC Downtown,2008,0,0,Apartment,3,1,754985
4,1,855,Leawood,1981,0,1,House,3,0,623022
2,4,2531,Leawood,1985,1,1,House,2,1,894499
3,1,1711,Lenexa,2013,0,1,Apartment,2,0,654391
1,4,1472,Overland Park,1991,0,1,House,3,1,720897
5,3,1091,Lenexa,2001,0,0,Apartment,1,1,678453
2,2,2983,Olathe,1983,0,0,Condo,2,1,859558
4,4,2161,KC Downtown,1985,0,1,Apartment,1,1,945769
6,3,2030,Lenexa,1982,0,1,House,1,0,916909
6,1,1232,Leawood,1992,0,0,Apartment,1,1,673188
2,3,1912,Leawood,2002,0,0,Condo,3,0,659719
4,1,961,Leawood,2014,0,1,Condo,2,0,602458
2,4,2064,Lenexa,2005,0,1,Apartment,3,0,807300
4,4,3701,Olathe,1988,1,1,Condo,3,0,1188070
6,2,1518,Olathe,2002,0,1,Condo,2,1,863633
3,2,1493,Blue Springs,1983,0,1,Apartment,1,0,545892
1,4,3284,Lenexa,2013,1,0,Condo,3,1,922222
3,1,1846,Lenexa,2016,0,0,Apartment,1,0,607638
1,1,1346,Lenexa,1987,0,1,Condo,1,1,545916
6,4,1747,Lenexa,2013,1,1,House,1,0,935784
3,1,3330,Leawood,2016,1,0,Apartment,2,1,866080
3,4,1602,Overland Park,1985,1,1,House,1,1,863503
2,2,2621,Lenexa,1986,1,0,House,2,0,790694
5,1,1606,Lenexa,2020,1,1,House,2,0,801921
6,2,3340,Overland Park,2018,0,1,Condo,3,0,1151795
4,3,814,Lenexa,2015,0,0,Apartment,1,1,612731
6,2,2765,Overland Park,1984,0,0,Apartment,3,0,1002712
4,3,826,Leawood,1982,0,1,House,3,1,695397
4,2,1490,Blue Springs,1996,0,0,House,2,1,648616
1,2,3091,Lenexa,1998,1,0,Condo,3,1,819337
4,1,3196,Blue Springs,1980,0,0,Apartment,1,1,867620
4,2,3476,Lenexa,2016,0,1,Apartment,1,1,1019045
2,4,2231,KC Downtown,1988,1,1,Condo,2,1,930764
3,1,2626,Olathe,1983,0,0,Apartment,1,1,790934
6,1,2060,KC Downtown,2021,1,1,House,2,1,1050448
6,1,611,Leawood,1989,0,0,House,2,0,628074
4,2,1745,Blue Springs,2011,0,0,Apartment,2,0,647297
5,1,3136,Blue Springs,1980,1,0,House,1,1,944646
6,3,3922,Overland Park,2002,1,0,Apartment,3,1,1261024
4,3,3226,Overland Park,1996,1,0,Apartment,2,1,1041248
1,2,2173,Lenexa,2009,0,1,Condo,2,1,693474
1,1,1903,Overland Park,2006,0,1,Condo,3,1,700222
1,4,1341,Overland Park,1994,1,1,Apartment,2,0,664257
4,4,1960,Blue Springs,2017,1,1,House,3,0,868895
2,3,2815,KC Downtown,1986,1,0,Condo,2,0,940386
5,2,3608,Blue Springs,2012,0,1,House,3,1,1148140
4,2,2576,Overland Park,1984,0,0,Apartment,2,0,869868
2,2,3999,Lenexa,2018,1,0,House,2,0,994018
2,2,3917,KC Downtown,2013,0,0,Apartment,2,0,1033414
6,2,1924,Overland Park,1982,0,1,House,2,0,962550
4,1,2847,Overland Park,2011,1,1,Apartment,1,1,967630
4,1,2516,Olathe,1981,0,0,Condo,1,0,832505
2,1,3511,Lenexa,1995,1,1,Condo,2,1,903900
2,4,3401,Lenexa,1996,1,1,House,3,0,1075887
2,1,3684,Overland Park,1991,1,0,House,2,0,988864
6,2,1989,Overland Park,1984,1,1,Condo,3,1,1020314
4,2,2342,Blue Springs,1983,0,1,Condo,3,1,846614
2,4,1373,Leawood,1995,0,1,Apartment,1,0,603422
1,4,2744,Lenexa,1997,0,0,Condo,3,1,825380
4,3,2718,Lenexa,1999,1,0,Apartment,2,0,891237
6,4,1592,Olathe,1988,1,1,Condo,1,0,929876
1,3,2438,Blue Springs,1995,0,1,Apartment,1,0,643680
3,1,2484,KC Downtown,2014,1,1,Apartment,1,1,882397
4,2,3004,Olathe,2008,1,1,Apartment,2,0,1007524
3,3,1411,Olathe,2009,1,1,House,3,1,803887
2,3,3191,KC Downtown,1999,1,1,Apartment,3,0,1033710
6,3,3921,KC Downtown,2021,0,0,Condo,2,0,1259163
2,4,2901,Lenexa,2001,1,1,Condo,2,0,943681
6,4,3853,Leawood,2002,1,0,Condo,1,0,1161070
5,4,2475,Leawood,2015,1,1,Apartment,2,1,962220
2,3,3635,Blue Springs,2001,1,0,House,3,1,957473
3,1,3837,KC Downtown,1980,1,0,Apartment,2,1,1079690
6,2,603,KC Downtown,2000,1,0,House,3,0,815528
2,4,2086,Overland Park,2022,1,1,House,2,0,872270
4,1,2792,Blue Springs,1998,0,0,Condo,3,0,809061
6,4,764,Olathe,1987,1,0,Condo,2,1,811184
6,4,943,Olathe,1984,1,0,Condo,2,0,867361
2,3,2497,Blue Springs,2019,0,0,Apartment,1,0,638731
5,3,1728,Lenexa,2008,1,1,Condo,1,0,839183
2,4,1937,Lenexa,1997,1,0,Condo,2,0,712400
3,2,3840,Blue Springs,2008,1,0,Apartment,3,1,965555
3,4,3167,Leawood,1994,0,0,Apartment,3,0,903032
6,2,3573,Blue Springs,2010,0,0,House,2,0,1042345
6,1,2221,Leawood,1994,1,0,House,1,0,855816
2,4,3256,Lenexa,1982,1,1,Apartment,3,1,992254
3,2,3159,Blue Springs,2021,0,0,Apartment,1,1,841569
3,1,3056,Leawood,2012,1,1,House,1,1,873937
5,1,3083,Overland Park,2003,1,1,Condo,1,0,1076469
4,3,1938,Overland Park,2017,1,0,House,2,1,853877
5,1,1141,Blue Springs,2003,0,1,Condo,3,0,627832
1,3,1212,KC Downtown,1992,0,1,House,2,1,709526
5,1,1499,Blue Springs,2006,1,0,Condo,1,0,710138
2,1,2484,Lenexa,2012,1,0,House,3,0,780716
4,2,3734,Lenexa,1998,0,0,Condo,3,0,1020873
2,2,1655,Overland Park,2004,1,1,House,2,0,766291
1,3,2222,Leawood,1985,1,0,Apartment,3,0,668765
4,4,3882,Overland Park,2012,0,1,House,3,0,1197881
6,2,2086,Leawood,2004,0,0,Apartment,2,1,814018
3,1,3210,Blue Springs,2002,1,0,House,1,1,902490
5,3,3222,KC Downtown,1996,1,1,Apartment,1,1,1148195
2,3,3751,Lenexa,2000,1,0,House,3,1,1010308
1,3,3669,Blue Springs,2022,1,1,House,1,1,936324
3,1,2990,Overland Park,1999,0,1,Apartment,1,0,855169
5,2,1855,Olathe,1991,1,0,Apartment,2,0,838788
3,4,3260,Olathe,1992,1,1,Apartment,1,1,1019838
5,3,728,Blue Springs,1997,1,0,Condo,2,1,656854
6,1,1642,KC Downtown,2001,1,0,House,2,0,914999
4,2,956,Leawood,2003,0,0,Condo,1,1,608696
3,2,2042,KC Downtown,2012,1,1,Condo,2,0,862697
3,4,3606,Overland Park,1982,1,1,Condo,3,1,1172747
3,3,680,KC Downtown,1996,0,1,Condo,2,1,720283
4,1,2504,Lenexa,2018,0,0,Apartment,2,0,781954
1,2,3313,Olathe,2011,1,0,Apartment,2,0,847101
5,1,3428,KC Downtown,1996,0,0,Condo,1,0,1077707
6,2,1741,Blue Springs,2004,0,1,Condo,2,1,864039
3,3,2477,Leawood,1987,0,1,Apartment,3,0,792076
4,3,1390,Lenexa,2022,0,0,Apartment,1,1,662316
1,4,3139,Lenexa,2014,1,0,Condo,1,0,847528
5,2,2498,Lenexa,2008,0,1,Condo,1,1,885228
4,1,824,Overland Park,1991,0,1,Apartment,3,1,652063
6,2,3634,Overland Park,2015,1,1,Apartment,2,1,1213416
6,1,3066,Blue Springs,1988,0,1,House,2,0,983339
5,4,1379,Leawood,2005,1,0,House,3,0,797283
3,2,736,KC Downtown,2001,0,1,House,3,1,697918
6,3,825,Blue Springs,2010,1,1,House,1,1,771724
1,1,1852,Overland Park,2009,0,0,Condo,3,0,633524
4,3,2970,Blue Springs,1994,1,0,Apartment,2,0,878640
1,4,3779,Leawood,2012,0,0,Condo,1,1,950414
3,4,1411,Blue Springs,1982,1,0,House,3,1,734230
1,1,3092,Olathe,2013,1,1,House,1,1,828039
1,2,2540,Olathe,1996,0,0,Condo,3,0,745048
2,3,606,Lenexa,1984,1,1,Condo,2,0,529041
1,3,727,KC Downtown,2009,1,1,Apartment,3,1,646772
5,1,866,Overland Park,2022,0,1,House,2,0,719119
4,1,3332,Overland Park,1994,1,0,House,3,1,1057147
2,1,1527,Olathe,2018,0,0,Condo,3,0,612624
4,4,813,Leawood,1987,1,1,Apartment,1,1,674516
4,4,846,Leawood,2021,0,1,Condo,2,0,674151
3,3,2241,Leawood,2017,0,0,Condo,3,0,754980
3,2,2218,Overland Park,2007,1,0,Condo,3,1,856878
2,1,2427,Lenexa,2000,0,1,House,3,1,773761
6,4,1020,KC Downtown,1989,0,0,Apartment,1,1,847310
3,2,2338,Leawood,2007,1,0,Condo,2,0,760072
3,1,1664,Overland Park,2000,1,1,Condo,1,1,747355
3,2,3364,Lenexa,2007,0,0,Apartment,1,1,892818
4,1,1971,Leawood,2001,0,1,House,1,0,741001
2,2,742,Leawood,2017,1,0,Condo,3,1,519541
4,3,2788,KC Downtown,1998,1,1,Condo,1,0,1057250
5,1,3212,Olathe,2017,1,1,House,2,1,1095086
4,1,2754,KC Downtown,2003,0,0,House,2,1,1022598
5,3,2680,Blue Springs,2007,0,0,House,2,1,966390
1,1,3871,Olathe,1992,1,0,Condo,2,1,914837
1,1,2766,Olathe,1988,1,1,House,1,0,773384
5,4,2423,Olathe,1988,0,0,Condo,3,1,987998
5,3,828,Leawood,2000,1,1,House,3,0,771456
4,4,3335,Blue Springs,2003,1,1,Condo,3,1,1096328
5,3,2587,Overland Park,2010,0,0,House,2,1,1041502
2,2,3856,KC Downtown,2008,0,1,Condo,2,0,1059633
1,3,1429,Olathe,2019,1,1,Apartment,1,1,629235
1,3,3658,Olathe,1989,1,1,House,2,0,1037715
6,4,1449,Lenexa,1983,1,0,House,1,0,856335
5,1,1838,Leawood,1982,0,0,Apartment,1,0,688855
3,3,3380,Leawood,1992,1,0,Condo,2,0,936188
3,1,1753,Blue Springs,2000,0,0,Apartment,3,0,625412
5,3,1444,KC Downtown,1987,0,0,Apartment,2,0,806297
2,4,2919,Olathe,1988,1,0,Condo,2,1,914301
3,3,3282,Olathe,1980,0,0,House,2,1,1002548
6,2,3679,Blue Springs,1993,1,0,House,3,0,1124624
5,3,1002,Leawood,1991,1,1,House,1,1,759215
2,3,3575,KC Downtown,2015,1,1,Apartment,1,1,1084703
2,1,2202,Leawood,2001,1,0,Condo,1,1,678853
4,1,1226,KC Downtown,2015,1,1,House,3,0,822774
2,2,2423,Leawood,1995,0,1,Condo,3,1,789913
3,3,3264,Lenexa,1990,0,0,Apartment,3,1,953731
3,1,1580,Olathe,1982,1,0,House,1,1,714624
5,3,3184,Blue Springs,2013,0,0,Apartment,1,0,923252
5,4,1676,KC Downtown,2004,0,0,Condo,3,0,939237
2,4,2894,Blue Springs,2005,0,0,House,1,1,811294
6,2,2984,KC Downtown,1982,0,0,House,3,1,1140622
1,4,3952,KC Downtown,1999,1,0,House,1,1,1120957
4,1,632,Olathe,2010,0,1,House,2,0,602189
1,1,1398,KC Downtown,1980,1,0,Apartment,3,0,610742
2,2,3195,Leawood,2005,1,1,Apartment,2,0,888613
2,3,1966,Overland Park,2004,1,1,Condo,3,1,848881
1,1,3538,Leawood,1990,0,0,House,1,1,802956
4,4,1862,Overland Park,1995,0,0,Condo,2,1,863097
1,1,3376,Olathe,1999,0,1,Apartment,1,1,845099
5,2,3848,Olathe,2021,0,0,Condo,3,1,1104033
3,4,2691,Leawood,2017,0,1,Apartment,1,1,861182
6,4,903,Overland Park,1981,0,1,House,1,0,852692
5,4,2293,Olathe,2008,1,1,Condo,2,1,1025383
3,2,2916,KC Downtown,1986,0,1,House,1,1,1021708
6,2,3330,KC Downtown,2019,0,1,Apartment,1,0,1181603
6,3,2630,Overland Park,2004,0,0,Condo,3,0,1077441
6,3,2356,Overland Park,1983,1,1,Condo,1,1,1066931
2,3,999,Blue Springs,2022,1,1,House,2,0,567519
6,2,3250,KC Downtown,2013,1,0,House,3,1,1225958
4,4,1521,Leawood,2004,0,1,House,3,1,808752
1,4,3618,Blue Springs,1987,0,0,Condo,1,0,849429
4,1,3078,Overland Park,2011,1,0,Apartment,2,0,950162
1,3,1020,Olathe,1997,1,1,House,2,1,657220
5,4,2778,Leawood,2019,1,0,House,1,0,998999
5,4,2033,Lenexa,1990,1,1,Apartment,2,1,912666
1,4,1848,Lenexa,2016,1,1,Condo,1,0,675803
4,4,1766,Olathe,2018,0,1,Condo,1,0,865329
1,2,1177,Lenexa,2015,0,1,Apartment,3,1,574823
6,3,1139,Olathe,1989,0,1,House,1,0,798535
2,4,2772,Leawood,1985,0,0,Condo,2,1,872122
5,4,1835,Olathe,1995,1,0,House,3,0,943259
2,4,1533,Overland Park,2004,0,1,House,1,0,701722
6,4,2060,Leawood,2013,1,1,Apartment,2,0,960208
6,1,1191,Blue Springs,2010,1,1,Condo,3,0,725244
5,4,1861,Blue Springs,1987,1,1,Apartment,3,1,865444
5,4,1243,Lenexa,1996,0,0,Condo,3,1,791302
6,4,927,Overland Park,1993,0,1,House,3,1,890983
3,1,3459,Blue Springs,2009,1,1,House,1,1,938596
2,2,1742,KC Downtown,1997,0,0,Condo,1,0,742571
2,1,2693,KC Downtown,2015,0,0,Condo,2,1,846592
3,4,2731,Lenexa,2000,1,0,House,2,1,932511
4,2,3441,Lenexa,2010,0,0,House,1,1,992174
2,4,951,Lenexa,2012,0,0,Apartment,1,0,565429
1,2,1636,Blue Springs,2002,0,1,House,3,1,625365
6,4,1236,Overland Park,2017,1,1,House,3,1,977956
6,4,1795,Olathe,1984,0,1,Condo,3,1,994926
3,2,833,Olathe,1994,0,1,Apartment,3,0,569204
2,2,3852,Lenexa,2009,0,0,Apartment,2,1,989204
4,4,3722,Leawood,1995,0,0,Condo,2,1,1073715
2,1,1380,Lenexa,2019,1,0,Condo,2,1,618722
6,1,3328,Olathe,2008,1,0,Apartment,1,0,1050841
5,1,2018,Olathe,2007,0,0,Condo,3,1,838517
1,1,1532,Olathe,1985,1,1,Condo,1,1,604338
3,2,2423,Blue Springs,1984,0,1,Apartment,3,1,788316
5,2,3945,Overland Park,2017,1,1,Condo,1,1,1237862
4,1,1460,Lenexa,2004,0,0,Condo,3,1,686753
5,3,1830,KC Downtown,2007,1,1,Apartment,1,0,933315
5,3,2795,Lenexa,1980,0,1,Apartment,2,0,985649
4,3,899,Lenexa,1993,0,1,Condo,1,1,679913
5,4,2555,Overland Park,1998,0,0,House,1,0,1010812
3,1,2076,Leawood,2010,1,0,House,1,0,677745
6,4,2623,Lenexa,1994,1,0,Condo,1,0,995896
2,2,3196,Lenexa,1998,0,1,Condo,1,0,865012
5,2,3625,Olathe,2017,0,1,House,2,0,1113256
3,3,3030,Blue Springs,2011,0,0,Apartment,2,0,854599
2,3,2570,Overland Park,2010,1,1,House,2,0,895591
2,2,3447,Blue Springs,2016,0,1,House,3,1,945344
5,3,1133,Olathe,2005,1,1,Apartment,1,0,743521
3,3,1856,Lenexa,2020,1,1,Condo,3,0,811382
6,2,2257,Lenexa,2004,0,0,Apartment,3,0,890872
5,4,1752,KC Downtown,2019,0,1,Condo,3,1,1027053
4,3,2352,Blue Springs,1987,0,0,Condo,2,1,826465
2,4,2283,Olathe,1983,1,0,House,1,0,807357
5,3,3217,Overland Park,2010,0,1,Apartment,2,0,1098971
2,1,3578,Lenexa,2011,0,0,Condo,3,0,857443
3,4,836,KC Downtown,2013,1,0,Apartment,1,0,714465
1,4,3613,KC Downtown,1982,1,1,Condo,3,1,1102371
5,3,1300,Leawood,2020,0,0,Apartment,3,1,727952
6,4,3401,Overland Park,2005,0,1,Apartment,2,0,1189431
5,1,1174,KC Downtown,1983,1,1,Condo,2,1,855740
2,2,3912,Overland Park,1981,1,1,Apartment,2,0,1051297
3,1,3604,Lenexa,1998,0,1,Condo,2,0,989225
4,2,3664,Leawood,2002,1,1,Condo,1,1,1041038
6,1,2320,Olathe,2004,1,0,Apartment,3,0,908010
3,1,1370,Overland Park,1986,0,0,House,1,0,630657
5,4,2364,Olathe,1987,0,0,Apartment,1,1,948876
4,1,822,Leawood,1982,1,0,Condo,3,0,581061
3,3,1722,Olathe,2002,0,1,Condo,3,0,747578
1,3,3204,Overland Park,2012,1,0,Condo,1,1,924134
6,3,3558,Olathe,2007,1,0,Apartment,3,0,1154472
2,3,2920,Overland Park,2001,1,1,House,1,1,958839
3,4,2022,Blue Springs,2014,1,1,House,3,0,839656
3,3,2140,Leawood,2013,1,0,Condo,3,0,795107
1,1,2605,Overland Park,2009,0,1,Condo,2,1,791677
5,3,1029,Blue Springs,2015,0,1,House,3,0,715325
6,4,1122,Blue Springs,1993,1,0,Condo,1,0,761051
6,2,3607,Leawood,1988,1,0,Condo,3,0,1151147
2,1,1971,Lenexa,2001,0,0,Condo,3,1,658995
3,1,3557,Leawood,2007,0,1,Condo,2,1,969377
4,4,2174,Overland Park,2020,0,0,House,3,0,905968
3,2,3098,Lenexa,1993,0,0,House,3,0,925900
2,3,2574,Leawood,1994,1,0,House,2,1,812832
3,2,3659,Leawood,2016,1,0,Apartment,2,1,955113
1,1,2689,Leawood,2003,0,0,House,2,1,700721
3,1,2338,Leawood,2013,1,0,Condo,2,1,744580
3,1,693,Lenexa,2022,1,0,Apartment,3,0,505965
4,2,3133,Overland Park,1982,0,0,Condo,2,0,980102
1,3,3164,Blue Springs,2002,1,1,Condo,1,1,814547
1,1,1773,Leawood,1999,1,1,Apartment,2,0,558161
3,4,3364,Blue Springs,1994,1,1,Condo,1,1,1025443
6,3,1098,Blue Springs,2022,0,1,Condo,3,0,757208
4,1,3018,Blue Springs,1995,0,1,Apartment,3,0,870900
3,3,1580,Leawood,1986,1,0,House,2,1,740503
3,4,3346,Leawood,2012,0,0,Condo,3,1,1035608
2,2,1084,Olathe,1998,0,0,House,1,0,511439
2,1,1264,Leawood,1997,1,1,Condo,2,0,557805
6,4,1227,Leawood,2020,0,1,Condo,1,1,846711
4,1,2284,KC Downtown,1997,0,0,Condo,1,1,889539
5,1,1331,Overland Park,1982,1,1,Apartment,2,0,758080
2,2,791,KC Downtown,1982,1,0,House,2,1,647618
5,2,2368,Olathe,2015,0,0,Condo,1,0,856637
1,3,3483,Lenexa,1995,0,1,House,2,0,905718
2,4,1844,KC Downtown,2022,1,0,Condo,2,1,812696
2,4,1670,KC Downtown,2002,1,1,Apartment,3,0,804496
4,2,2774,KC Downtown,2002,1,0,House,3,1,1057992
6,1,3374,Overland Park,1994,0,0,Apartment,2,0,1068650
5,3,3678,Blue Springs,1988,0,1,House,1,1,1092138
2,2,1295,Lenexa,2019,1,1,House,2,0,627231
2,3,1739,Lenexa,2017,1,1,House,3,0,752884
4,3,1163,Overland Park,1997,0,1,Condo,2,0,767066
4,4,3013,Olathe,2017,0,0,Apartment,3,1,1042005
6,3,3717,KC Downtown,1985,1,0,Condo,3,0,1307706
5,4,3040,Blue Springs,2016,0,0,Condo,1,0,1000072
1,1,3601,Leawood,1985,0,1,Apartment,2,0,848179
6,1,622,Overland Park,2000,0,0,House,3,1,700229
1,2,3802,Olathe,2009,1,1,Apartment,2,1,980146
3,1,3798,Blue Springs,2007,1,0,Condo,1,1,911954
2,4,1044,Olathe,1999,0,1,Condo,1,0,636738
5,3,1376,Overland Park,1998,1,0,House,1,0,824028
6,3,2644,Overland Park,1993,1,0,Condo,1,0,1062879
2,1,3980,Leawood,1980,1,0,Condo,2,1,951342
5,4,1307,Olathe,2006,0,1,Condo,3,1,878120
5,3,1032,Blue Springs,2011,1,1,Condo,2,0,722888
5,1,1072,Olathe,2008,1,0,Condo,2,0,704004
2,4,647,Olathe,2010,0,0,Condo,3,0,528110
6,4,2514,KC Downtown,2004,0,0,Apartment,1,1,1069265
4,3,1705,Olathe,1986,1,1,Condo,2,1,828363
2,2,3780,Blue Springs,2018,1,0,House,1,1,928076
5,2,2910,Blue Springs,1995,1,0,House,3,0,966896
6,4,2490,KC Downtown,1990,0,1,Apartment,3,0,1128545
3,4,3702,Leawood,1997,1,0,Condo,3,0,1006177
1,1,957,Blue Springs,2021,0,1,Apartment,1,1,412458
5,4,1167,Olathe,1984,0,1,Apartment,1,1,813689
3,1,1079,Olathe,1981,0,0,House,3,1,625348
4,1,1466,KC Downtown,1989,1,0,House,1,0,753759
5,1,3860,Overland Park,2005,1,1,Apartment,1,1,1169885
3,4,1628,Overland Park,2003,1,0,Condo,3,0,816490
5,4,3957,KC Downtown,2005,0,1,House,1,1,1311146
2,1,2413,Overland Park,1995,0,1,Condo,2,1,811227
6,3,2017,Blue Springs,2004,1,0,Condo,3,1,928802
